Reference,Master Grant Type Name,Open mode / Directed
019441/Z/89/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019441/Z/90/A,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019441/Z/90/B,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019441/Z/90/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019441/Z/91/A,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019441/Z/91/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019441/Z/92/A,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019441/Z/92/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019441/Z/93/A,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019441/Z/93/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019441/Z/94/A,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019441/Z/94/B,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019441/Z/94/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019441/Z/95/B,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019441/Z/95/C,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019445/Z/89/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019445/Z/90/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019445/Z/91/A,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019445/Z/91/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019445/Z/92/A,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019445/Z/92/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019453/Z/89/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019453/Z/90/A,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019453/Z/90/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019453/Z/91/A,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019453/Z/91/B,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019453/Z/91/C,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019453/Z/91/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019453/Z/92/A,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019453/Z/92/B,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019453/Z/92/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019453/Z/93/A,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019453/Z/93/B,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019453/Z/93/D,Senior Research Fellowship Clinical Renewal,Discovery Awards (or equivalent)
019453/Z/93/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019453/Z/94/A,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019453/Z/94/B,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019453/Z/94/C,Senior Research Fellowship Clinical Renewal,Discovery Awards (or equivalent)
019453/Z/94/D,Senior Research Fellowship Clinical Renewal,Discovery Awards (or equivalent)
019453/Z/94/E,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019453/Z/94/Z,Senior Research Fellowship Clinical Renewal,Discovery Awards (or equivalent)
019453/Z/95/C,Senior Research Fellowship Clinical Renewal,Discovery Awards (or equivalent)
019453/Z/96/C,Senior Research Fellowship Clinical Renewal,Discovery Awards (or equivalent)
019453/Z/96/D,Senior Research Fellowship Clinical Renewal,Discovery Awards (or equivalent)
019453/Z/96/E,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019453/Z/97/C,Senior Research Fellowship Clinical Renewal,Discovery Awards (or equivalent)
019453/Z/98/C,Senior Research Fellowship Clinical Renewal,Discovery Awards (or equivalent)
019453/Z/99/C,Senior Research Fellowship Clinical Renewal,Discovery Awards (or equivalent)
019458/Z/89/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019458/Z/90/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019458/Z/91/A,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019458/Z/91/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019458/Z/92/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019458/Z/93/A,Senior Research Fellowship Clinical Renewal,Discovery Awards (or equivalent)
019458/Z/93/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019458/Z/94/A,Senior Research Fellowship Clinical Renewal,Discovery Awards (or equivalent)
019458/Z/94/B,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019458/Z/94/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019458/Z/95/A,Senior Research Fellowship Clinical Renewal,Discovery Awards (or equivalent)
019458/Z/96/A,Residual Award,Other
019458/Z/97/A,Residual Award,Other
019458/Z/98/A,Residual Award,Other
019458/Z/99/A,Residual Award,Other
019458/Z/99/B,Programme Grant,Other
019460/Z/89/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019460/Z/90/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019460/Z/91/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019460/Z/92/A,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019460/Z/92/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019460/Z/93/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019460/Z/94/A,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019460/Z/94/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019460/Z/95/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019460/Z/96/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019461/Z/89/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019461/Z/90/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019461/Z/91/A,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019461/Z/91/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019461/Z/92/A,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019461/Z/92/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019461/Z/93/A,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019461/Z/93/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019461/Z/94/A,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019461/Z/94/B,Senior Research Fellowship Clinical Renewal,Discovery Awards (or equivalent)
019461/Z/94/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019461/Z/95/B,Senior Research Fellowship Clinical Renewal,Discovery Awards (or equivalent)
019461/Z/96/B,Senior Research Fellowship Clinical Renewal,Discovery Awards (or equivalent)
019461/Z/97/B,Senior Research Fellowship Clinical Renewal,Discovery Awards (or equivalent)
019461/Z/98/B,Senior Research Fellowship Clinical Renewal,Discovery Awards (or equivalent)
019461/Z/99/B,Senior Research Fellowship Clinical Renewal,Discovery Awards (or equivalent)
019496/Z/90/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019496/Z/91/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019496/Z/92/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019496/Z/93/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019496/Z/94/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019500/Z/90/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019500/Z/91/A,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019500/Z/91/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019500/Z/92/A,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019500/Z/92/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019500/Z/93/A,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019500/Z/93/B,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019500/Z/93/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019500/Z/94/A,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019500/Z/94/B,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019500/Z/94/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019500/Z/95/A,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019500/Z/95/B,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019500/Z/96/B,Residual Award,Other
019506/Z/89/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019506/Z/90/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019506/Z/91/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019506/Z/92/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019506/Z/93/A,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019506/Z/93/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019506/Z/94/A,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019506/Z/94/B,Senior Research Fellowship Basic Renewal,Discovery Awards (or equivalent)
019506/Z/94/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019506/Z/95/B,Senior Research Fellowship Basic Renewal,Discovery Awards (or equivalent)
019506/Z/95/C,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019506/Z/96/B,Senior Research Fellowship Basic Renewal,Discovery Awards (or equivalent)
019506/Z/97/B,Senior Research Fellowship Basic Renewal,Discovery Awards (or equivalent)
019506/Z/98/B,Senior Research Fellowship Basic Renewal,Discovery Awards (or equivalent)
019506/Z/99/B,Senior Research Fellowship Basic Renewal,Discovery Awards (or equivalent)
019508/Z/89/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019508/Z/90/A,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019508/Z/90/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019508/Z/91/A,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019508/Z/91/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019508/Z/92/A,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019508/Z/92/B,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019508/Z/92/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019508/Z/93/A,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019508/Z/93/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019508/Z/94/A,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019508/Z/94/B,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019508/Z/94/C,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019508/Z/94/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019508/Z/95/C,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019508/Z/96/C,Residual Award,Other
019508/Z/97/C,Residual Award,Other
019508/Z/98/C,Residual Award,Other
019508/Z/99/C,Residual Award,Other
019512/Z/89/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019512/Z/90/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019512/Z/91/A,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019512/Z/91/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019512/Z/92/A,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019512/Z/92/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019512/Z/93/A,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019512/Z/93/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019512/Z/94/A,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019512/Z/94/B,Senior Research Fellowship Basic Renewal,Discovery Awards (or equivalent)
019512/Z/94/C,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019512/Z/94/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019512/Z/95/B,Senior Research Fellowship Basic Renewal,Discovery Awards (or equivalent)
019512/Z/96/B,Senior Research Fellowship Basic Renewal,Discovery Awards (or equivalent)
019512/Z/96/C,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019512/Z/96/D,Senior Research Fellowship Basic Renewal,Discovery Awards (or equivalent)
019512/Z/97/B,Senior Research Fellowship Basic Renewal,Discovery Awards (or equivalent)
019512/Z/98/B,Senior Research Fellowship Basic Renewal,Discovery Awards (or equivalent)
019512/Z/99/B,Senior Research Fellowship Basic Renewal,Discovery Awards (or equivalent)
019532/Z/91/A,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019532/Z/91/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019532/Z/92/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019532/Z/93/A,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019532/Z/93/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019532/Z/94/A,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019532/Z/94/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019532/Z/95/A,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019532/Z/95/B,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019532/Z/95/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019532/Z/96/A,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019532/Z/96/B,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019532/Z/96/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
019536/Z/89/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019536/Z/90/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019536/Z/91/A,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019536/Z/91/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019536/Z/92/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019536/Z/93/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019536/Z/94/A,Senior Research Fellowship Basic Renewal,Discovery Awards (or equivalent)
019536/Z/94/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019536/Z/95/A,Senior Research Fellowship Basic Renewal,Discovery Awards (or equivalent)
019536/Z/96/A,Senior Research Fellowship Basic Renewal,Discovery Awards (or equivalent)
019536/Z/96/B,Senior Research Fellowship Basic Renewal,Discovery Awards (or equivalent)
019536/Z/96/C,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
019536/Z/97/A,Senior Research Fellowship Basic Renewal,Discovery Awards (or equivalent)
019536/Z/98/A,Senior Research Fellowship Basic Renewal,Discovery Awards (or equivalent)
019536/Z/99/A,Senior Research Fellowship Basic Renewal,Discovery Awards (or equivalent)
031259/Z/00/A,Senior Research Fellowship Basic Renewal,Discovery Awards (or equivalent)
031259/Z/01/A,Senior Research Fellowship Basic Renewal,Discovery Awards (or equivalent)
031259/Z/91/A,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
031259/Z/91/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
031259/Z/92/A,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
031259/Z/92/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
031259/Z/93/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
031259/Z/94/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
031259/Z/95/A,Senior Research Fellowship Basic Renewal,Discovery Awards (or equivalent)
